Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,RiskCategory,LoanDecision
35,37602.0,13977,309.0,27,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
34,58770.0,24529,841.0,0,Female,High School,New York,Salaried,1,Low Risk,Approve
43,44447.0,19519,354.0,36,Female,Bachelors,Chicago,Unemployed,0,High Risk,Reject
64,40087.0,10943,680.0,18,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
57,53760.0,21383,721.0,13,Female,PhD,Houston,Unemployed,0,Low Risk,Approve
66,37820.0,23728,750.0,2,Male,High School,Houston,Salaried,0,Low Risk,Approve
44,41150.0,21195,819.0,32,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
25,59917.0,29619,712.0,20,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
42,31028.0,6561,693.0,0,Male,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
63,61718.0,21000,630.0,25,Female,PhD,Houston,Unemployed,0,Low Risk,Approve
21,35504.0,10327,732.0,9,Female,Masters,Chicago,Unemployed,1,Low Risk,Approve
50,53918.0,26061,462.0,34,Male,Masters,New York,Salaried,0,High Risk,Reject
36,47000.0,220,384.0,5,Female,High School,Chicago,Salaried,0,High Risk,Reject
48,34562.0,26252,390.0,5,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
33,57452.0,17853,783.0,34,Male,Masters,Chicago,Unemployed,0,Low Risk,Approve
31,37385.0,22853,684.0,15,Male,Bachelors,New York,Self-Employed,0,Low Risk,Approve
65,43936.0,31416,492.0,7,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
58,70410.0,21355,543.0,4,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
43,50398.0,19622,569.0,20,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
45,50343.0,10822,318.0,30,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
19,61063.0,18278,339.0,13,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
67,50756.0,35791,815.0,36,Male,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
23,59533.0,16998,332.0,18,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
50,45084.0,30057,838.0,19,Female,PhD,San Francisco,Salaried,1,Low Risk,Approve
58,875.0,7670,618.0,1,Male,High School,Houston,Self-Employed,0,Low Risk,Reject
42,37731.0,24961,423.0,6,Male,PhD,San Francisco,Self-Employed,0,High Risk,Reject
65,68130.0,7289,671.0,32,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
30,49494.0,23194,650.0,5,Male,Masters,Houston,Salaried,1,Low Risk,Approve
26,44913.0,19821,622.0,6,Male,Bachelors,Houston,Salaried,1,Low Risk,Approve
30,67502.0,24899,787.0,17,Female,PhD,Houston,Unemployed,0,Low Risk,Approve
48,48480.0,11900,750.0,28,Male,Bachelors,Houston,Self-Employed,1,Low Risk,Approve
58,18612.0,15720,652.0,18,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Reject
28,27420.0,25312,415.0,24,Female,Masters,Houston,Salaried,0,High Risk,Reject
21,56280.0,15921,312.0,3,Female,Masters,Houston,Self-Employed,0,High Risk,Reject
51,48997.0,26044,619.0,12,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
55,71820.0,21673,464.0,31,Female,Masters,Houston,Salaried,0,High Risk,Reject
21,45357.0,17477,547.0,33,Male,Bachelors,New York,Salaried,0,High Risk,Reject
55,36732.0,20028,731.0,27,Female,Bachelors,Chicago,Self-Employed,0,Low Risk,Approve
36,42191.0,18239,778.0,8,Female,High School,Chicago,Self-Employed,1,Low Risk,Approve
23,21621.0,25842,667.0,7,Female,Masters,Houston,Unemployed,0,Low Risk,Reject
51,44215.0,17030,656.0,20,Male,Masters,Houston,Salaried,1,Low Risk,Approve
35,49222.0,15416,707.0,29,Male,PhD,New York,Self-Employed,1,Low Risk,Approve
30,47955.0,27282,644.0,28,Female,Masters,Houston,Self-Employed,1,Low Risk,Approve
58,82243.0,16623,478.0,8,Male,PhD,New York,Salaried,0,High Risk,Reject
40,77502.0,15677,724.0,12,Male,Bachelors,Chicago,Salaried,1,Low Risk,Approve
36,38737.0,115,840.0,17,Male,High School,San Francisco,Unemployed,0,Low Risk,Approve
62,19341.0,11684,742.0,37,Female,Bachelors,Chicago,Unemployed,0,Low Risk,Reject
28,48512.0,13291,605.0,21,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
18,55648.0,15679,666.0,30,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
24,37835.0,27864,762.0,9,Female,High School,Houston,Self-Employed,0,Low Risk,Approve
42,73738.0,13799,445.0,8,Male,Bachelors,New York,Self-Employed,0,High Risk,Reject
38,46137.0,14395,445.0,30,Male,PhD,San Francisco,Self-Employed,0,High Risk,Reject
32,59934.0,21245,679.0,39,Male,Bachelors,New York,Salaried,1,Low Risk,Approve
18,36045.0,11187,467.0,23,Male,High School,Chicago,Unemployed,0,High Risk,Reject
29,49146.0,32512,574.0,7,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
24,44955.0,26417,386.0,19,Female,Bachelors,Chicago,Unemployed,0,High Risk,Reject
32,39869.0,10655,453.0,16,Male,Masters,New York,Unemployed,0,High Risk,Reject
46,54501.0,10863,573.0,32,Female,PhD,New York,Self-Employed,0,High Risk,Reject
50,56222.0,15117,786.0,0,Female,Bachelors,New York,Unemployed,0,Low Risk,Approve
66,44876.0,8678,753.0,34,Female,High School,Houston,Unemployed,0,Low Risk,Approve
49,63008.0,13758,742.0,23,Female,High School,Chicago,Salaried,1,Low Risk,Approve
66,35904.0,16799,561.0,5,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
52,67363.0,24033,842.0,6,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
61,49568.0,20650,404.0,8,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
55,30072.0,18816,649.0,36,Female,Bachelors,New York,Self-Employed,0,Low Risk,Approve
28,47017.0,9536,468.0,33,Male,High School,New York,Self-Employed,1,High Risk,Reject
52,24382.0,24734,642.0,34,Female,High School,San Francisco,Self-Employed,0,Low Risk,Reject
25,54987.0,24555,529.0,34,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
63,65099.0,15065,322.0,19,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
31,69232.0,11191,580.0,22,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
27,44325.0,32449,818.0,34,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
19,52180.0,21974,552.0,22,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
63,50758.0,23176,703.0,3,Female,Masters,Houston,Self-Employed,1,Low Risk,Approve
26,72347.0,23521,432.0,9,Male,Masters,Chicago,Self-Employed,0,High Risk,Reject
38,43030.0,31994,531.0,39,Male,PhD,Chicago,Salaried,0,High Risk,Reject
43,37479.0,16772,844.0,8,Female,High School,Houston,Self-Employed,0,Low Risk,Approve
25,28263.0,26576,378.0,39,Male,High School,Chicago,Self-Employed,0,High Risk,Reject
65,53717.0,31667,334.0,11,Male,PhD,San Francisco,Unemployed,0,High Risk,Reject
19,74019.0,20651,794.0,16,Male,PhD,Houston,Self-Employed,0,Low Risk,Approve
23,47023.0,10548,409.0,31,Female,Masters,New York,Unemployed,0,High Risk,Reject
45,36772.0,52,620.0,22,Male,Bachelors,New York,Self-Employed,0,Low Risk,Approve
43,58837.0,22001,683.0,27,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
22,37815.0,23443,713.0,39,Female,PhD,Houston,Unemployed,0,Low Risk,Approve
51,45695.0,27951,593.0,17,Female,High School,Houston,Salaried,0,High Risk,Reject
65,54440.0,18171,846.0,20,Male,High School,Chicago,Salaried,1,Low Risk,Approve
54,55894.0,19637,473.0,14,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
32,50708.0,18571,691.0,2,Female,PhD,New York,Unemployed,0,Low Risk,Approve
61,30824.0,20269,401.0,25,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
53,85070.0,15895,592.0,14,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
32,46460.0,15856,384.0,19,Female,High School,Houston,Self-Employed,0,High Risk,Reject
60,51654.0,16360,500.0,20,Female,Masters,Chicago,Self-Employed,0,High Risk,Reject
65,59251.0,21250,840.0,25,Male,High School,San Francisco,Self-Employed,1,Low Risk,Approve
40,40452.0,13221,596.0,22,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
23,50854.0,16392,355.0,24,Male,PhD,Chicago,Salaried,0,High Risk,Reject
63,39842.0,34469,771.0,3,Female,Masters,San Francisco,Unemployed,0,Low Risk,Approve
61,45860.0,12343,365.0,21,Female,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
60,54031.0,26917,771.0,2,Female,Masters,Houston,Salaried,1,Low Risk,Approve
62,34302.0,25019,322.0,18,Male,PhD,Houston,Unemployed,0,High Risk,Reject
60,39342.0,13428,604.0,28,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
33,11397.0,21791,476.0,36,Male,Masters,New York,Unemployed,0,High Risk,Reject
32,41986.0,28778,312.0,37,Female,High School,Houston,Self-Employed,0,High Risk,Reject
42,52264.0,31046,465.0,23,Female,Bachelors,Chicago,Salaried,1,High Risk,Reject
53,50669.0,19658,449.0,7,Female,Masters,New York,Self-Employed,0,High Risk,Reject
28,68856.0,29110,640.0,33,Male,Masters,Houston,Salaried,1,Low Risk,Approve
68,88915.0,16708,473.0,25,Female,PhD,New York,Salaried,0,High Risk,Reject
32,67063.0,14285,466.0,27,Male,High School,New York,Salaried,0,High Risk,Reject
21,43203.0,28802,396.0,27,Male,High School,New York,Unemployed,0,High Risk,Reject
38,42599.0,32639,703.0,6,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
30,63030.0,35705,376.0,2,Female,High School,New York,Unemployed,0,High Risk,Reject
39,24750.0,22661,536.0,21,Male,Masters,Houston,Salaried,0,High Risk,Reject
36,45272.0,26897,590.0,37,Male,Bachelors,New York,Salaried,0,High Risk,Reject
51,46428.0,22485,435.0,17,Male,PhD,Houston,Salaried,1,High Risk,Reject
31,58762.0,31227,666.0,11,Female,Bachelors,New York,Self-Employed,1,Low Risk,Approve
21,59208.0,23466,847.0,30,Male,Bachelors,New York,Unemployed,0,Low Risk,Approve
65,38832.0,26441,547.0,38,Male,PhD,San Francisco,Unemployed,0,High Risk,Reject
69,43784.0,10917,513.0,4,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
63,56677.0,18151,369.0,28,Male,High School,Houston,Self-Employed,0,High Risk,Reject
44,38016.0,26509,628.0,35,Female,Bachelors,San Francisco,Self-Employed,0,Low Risk,Approve
46,68092.0,25792,315.0,13,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
64,59138.0,27191,786.0,17,Female,Bachelors,New York,Salaried,1,Low Risk,Approve
45,52573.0,20965,473.0,6,Male,Masters,New York,Self-Employed,0,High Risk,Reject
52,55864.0,14784,573.0,22,Female,Masters,Chicago,Salaried,0,High Risk,Reject
25,42997.0,19528,823.0,32,Male,High School,New York,Salaried,1,Low Risk,Approve
33,40606.0,20376,518.0,15,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
59,43629.0,21934,812.0,36,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
53,57500.0,12257,698.0,24,Female,Masters,New York,Self-Employed,1,Low Risk,Approve
47,53015.0,17873,410.0,8,Male,High School,New York,Salaried,0,High Risk,Reject
35,43659.0,19291,763.0,27,Male,High School,Chicago,Salaried,1,Low Risk,Approve
19,61244.0,2062,392.0,8,Male,PhD,Chicago,Salaried,0,High Risk,Reject
66,47391.0,26660,750.0,11,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
30,39600.0,21312,695.0,17,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
21,53815.0,22123,778.0,26,Male,PhD,New York,Unemployed,0,Low Risk,Approve
43,34805.0,15876,615.0,25,Male,PhD,Houston,Unemployed,0,Low Risk,Approve
42,24692.0,24690,652.0,25,Female,PhD,San Francisco,Unemployed,0,Low Risk,Reject
47,49923.0,13345,538.0,9,Male,High School,San Francisco,Unemployed,0,High Risk,Reject
28,40139.0,14601,403.0,16,Female,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
24,46188.0,25027,328.0,31,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
48,35499.0,22857,388.0,23,Male,PhD,New York,Self-Employed,0,High Risk,Reject
61,68134.0,9779,674.0,7,Female,Bachelors,Chicago,Self-Employed,1,Low Risk,Approve
27,40078.0,32619,696.0,29,Male,Bachelors,Houston,Salaried,1,Low Risk,Approve
30,55668.0,18939,446.0,23,Male,Masters,New York,Unemployed,0,High Risk,Reject
48,29351.0,33974,613.0,26,Male,Masters,Chicago,Self-Employed,0,Low Risk,Reject
24,28242.0,3522,847.0,14,Male,High School,Houston,Salaried,0,Low Risk,Reject
66,55714.0,6350,751.0,27,Male,High School,New York,Self-Employed,1,Low Risk,Approve
59,36478.0,172,785.0,38,Female,High School,New York,Self-Employed,0,Low Risk,Approve
21,45882.0,16729,590.0,22,Female,High School,New York,Salaried,0,High Risk,Reject
24,36558.0,37569,648.0,32,Male,High School,Houston,Self-Employed,0,Low Risk,Approve
18,54552.0,11722,526.0,18,Female,PhD,Houston,Unemployed,0,High Risk,Reject
61,69981.0,17452,349.0,12,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
59,51690.0,23772,627.0,31,Female,High School,New York,Salaried,1,Low Risk,Approve
64,62849.0,17961,376.0,21,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
30,43678.0,14812,753.0,19,Female,Masters,San Francisco,Unemployed,0,Low Risk,Approve
39,33034.0,21851,609.0,32,Male,PhD,New York,Self-Employed,0,Low Risk,Approve
38,56314.0,31015,626.0,4,Female,Masters,Houston,Self-Employed,1,Low Risk,Approve
39,65025.0,26102,807.0,19,Female,High School,Chicago,Unemployed,0,Low Risk,Approve
45,63358.0,14940,406.0,13,Female,Masters,New York,Salaried,0,High Risk,Reject
26,55489.0,12066,540.0,26,Female,Masters,New York,Unemployed,0,High Risk,Reject
43,51469.0,14458,734.0,25,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
26,36515.0,9810,327.0,31,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
32,62979.0,21179,548.0,29,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
27,62149.0,26510,663.0,26,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
41,32929.0,19429,832.0,25,Female,Masters,New York,Self-Employed,0,Low Risk,Approve
59,55467.0,33758,771.0,17,Male,PhD,New York,Salaried,1,Low Risk,Approve
33,48875.0,25616,464.0,3,Male,Bachelors,New York,Self-Employed,0,High Risk,Reject
66,37136.0,12796,347.0,2,Male,Masters,San Francisco,Self-Employed,0,High Risk,Reject
43,42468.0,17114,783.0,29,Female,High School,New York,Unemployed,0,Low Risk,Approve
44,34891.0,30178,457.0,15,Female,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
54,49234.0,15366,450.0,6,Male,Masters,Houston,Unemployed,0,High Risk,Reject
21,46297.0,31899,524.0,38,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
67,82176.0,28901,559.0,21,Female,Masters,Houston,Salaried,0,High Risk,Reject
41,63420.0,26013,686.0,30,Male,PhD,Houston,Salaried,1,Low Risk,Approve
36,64543.0,10618,555.0,12,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
53,57070.0,17504,360.0,28,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
56,44490.0,25154,695.0,27,Male,PhD,Chicago,Salaried,1,Low Risk,Approve
42,47242.0,18479,461.0,22,Female,High School,San Francisco,Salaried,1,High Risk,Reject
35,52823.0,26017,679.0,7,Female,PhD,Chicago,Salaried,1,Low Risk,Approve
36,55838.0,15455,742.0,24,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
53,50011.0,13228,648.0,37,Male,Bachelors,New York,Unemployed,0,Low Risk,Approve
27,45641.0,5594,330.0,37,Female,Masters,New York,Self-Employed,0,High Risk,Reject
50,41088.0,16907,370.0,34,Male,PhD,San Francisco,Self-Employed,0,High Risk,Reject
67,29110.0,26185,696.0,25,Female,High School,Houston,Self-Employed,0,Low Risk,Reject
64,83083.0,20143,301.0,1,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
66,67990.0,18206,434.0,4,Male,Masters,Houston,Salaried,0,High Risk,Reject
61,61805.0,26702,478.0,11,Female,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
51,65357.0,33138,563.0,37,Male,Masters,Chicago,Salaried,0,High Risk,Reject
50,43948.0,28035,610.0,15,Female,High School,New York,Self-Employed,1,Low Risk,Approve
38,57334.0,14433,503.0,36,Female,Bachelors,Houston,Self-Employed,0,High Risk,Reject
34,43155.0,35939,329.0,37,Male,Masters,New York,Self-Employed,0,High Risk,Reject
65,55481.0,16341,308.0,28,Male,Masters,Chicago,Self-Employed,0,High Risk,Reject
54,36243.0,13797,623.0,34,Male,Bachelors,Chicago,Salaried,0,Low Risk,Approve
32,60047.0,28968,466.0,36,Female,PhD,New York,Unemployed,0,High Risk,Reject
52,65882.0,21390,636.0,20,Female,Masters,San Francisco,Unemployed,0,Low Risk,Approve
45,52972.0,13194,678.0,20,Female,PhD,Chicago,Unemployed,0,Low Risk,Approve
24,57192.0,18815,541.0,27,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
49,48954.0,16742,459.0,5,Male,High School,Houston,Self-Employed,0,High Risk,Reject
28,32986.0,13408,534.0,19,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
27,47724.0,28117,752.0,35,Female,High School,Houston,Salaried,1,Low Risk,Approve
26,57846.0,26254,498.0,12,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
31,48080.0,26708,776.0,39,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
30,62011.0,26597,332.0,10,Male,High School,Houston,Salaried,0,High Risk,Reject
19,45101.0,15171,388.0,18,Female,PhD,Houston,Unemployed,0,High Risk,Reject
52,62467.0,31669,520.0,22,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
24,53328.0,20864,368.0,30,Female,High School,Houston,Unemployed,0,High Risk,Reject
20,39669.0,25238,459.0,2,Female,High School,Houston,Salaried,0,High Risk,Reject
56,7558.0,12497,832.0,28,Female,Bachelors,New York,Self-Employed,0,Low Risk,Reject
58,41690.0,35094,634.0,2,Male,Masters,Houston,Salaried,1,Low Risk,Approve
66,69631.0,7995,801.0,14,Male,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
28,18916.0,20887,545.0,6,Female,Masters,Chicago,Self-Employed,0,High Risk,Reject
56,35721.0,33892,622.0,2,Female,Bachelors,Houston,Salaried,0,Low Risk,Approve
41,56586.0,24733,628.0,15,Male,PhD,Houston,Salaried,1,Low Risk,Approve
63,16327.0,26690,846.0,33,Female,High School,San Francisco,Unemployed,0,Low Risk,Reject
36,42340.0,11575,638.0,19,Female,High School,Chicago,Salaried,1,Low Risk,Approve
21,67113.0,22776,470.0,38,Female,High School,New York,Unemployed,0,High Risk,Reject
55,54354.0,10960,309.0,13,Male,Bachelors,San Francisco,Salaried,0,High Risk,Reject
59,36103.0,26921,501.0,34,Male,High School,San Francisco,Unemployed,0,High Risk,Reject
49,35598.0,13444,556.0,10,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
56,52174.0,14393,561.0,19,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
62,54214.0,23461,729.0,29,Female,PhD,Chicago,Salaried,1,Low Risk,Approve
63,77869.0,18854,806.0,27,Male,PhD,Chicago,Salaried,1,Low Risk,Approve
53,64562.0,21354,365.0,14,Male,High School,Chicago,Salaried,0,High Risk,Reject
57,51262.0,18364,334.0,37,Female,Bachelors,Houston,Self-Employed,0,High Risk,Reject
54,44972.0,31304,790.0,12,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
50,95221.0,12600,553.0,34,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
53,59399.0,16282,316.0,23,Female,High School,Houston,Unemployed,0,High Risk,Reject
20,39969.0,23849,560.0,0,Female,PhD,Houston,Unemployed,0,High Risk,Reject
26,46631.0,12097,555.0,23,Male,Masters,New York,Salaried,0,High Risk,Reject
50,13932.0,21102,800.0,17,Male,High School,San Francisco,Salaried,0,Low Risk,Reject
23,54690.0,26939,585.0,25,Male,High School,Houston,Self-Employed,0,High Risk,Reject
58,76737.0,27983,306.0,28,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
21,50829.0,14623,498.0,25,Male,PhD,Chicago,Salaried,0,High Risk,Reject
30,39396.0,22205,717.0,4,Female,Masters,San Francisco,Salaried,0,Low Risk,Approve
66,57823.0,24529,351.0,32,Male,Bachelors,Houston,Unemployed,0,High Risk,Reject
22,29599.0,29873,518.0,4,Male,PhD,Houston,Salaried,0,High Risk,Reject
61,35283.0,11887,817.0,35,Female,PhD,Chicago,Self-Employed,0,Low Risk,Approve
44,37545.0,14424,408.0,12,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
49,70165.0,28763,650.0,16,Female,PhD,Houston,Self-Employed,1,Low Risk,Approve
38,69399.0,8216,365.0,12,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
25,45330.0,15685,309.0,24,Male,High School,Chicago,Salaried,0,High Risk,Reject
55,68417.0,14148,501.0,1,Female,Bachelors,Chicago,Unemployed,0,High Risk,Reject
25,47402.0,7486,513.0,23,Male,High School,Chicago,Self-Employed,0,High Risk,Reject
67,45100.0,18503,367.0,35,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
20,50857.0,25970,626.0,24,Female,Masters,San Francisco,Salaried,1,Low Risk,Approve
61,54272.0,21251,349.0,33,Female,Masters,Houston,Unemployed,0,High Risk,Reject
20,41668.0,26397,316.0,11,Female,High School,Chicago,Salaried,0,High Risk,Reject
39,50328.0,29536,822.0,18,Female,PhD,Houston,Salaried,1,Low Risk,Approve
23,61810.0,16915,605.0,29,Female,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
19,51943.0,41175,691.0,36,Female,Masters,New York,Salaried,0,Low Risk,Approve
40,50642.0,17237,423.0,0,Male,Masters,Chicago,Unemployed,0,High Risk,Reject
61,57413.0,18300,803.0,2,Male,PhD,Houston,Salaried,1,Low Risk,Approve
55,49061.0,24363,617.0,14,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
34,42887.0,17676,772.0,27,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
52,52838.0,19369,840.0,3,Male,Bachelors,New York,Salaried,1,Low Risk,Approve
51,26091.0,18358,657.0,18,Female,PhD,San Francisco,Unemployed,0,Low Risk,Reject
40,46845.0,18177,782.0,23,Male,High School,Chicago,Self-Employed,1,Low Risk,Approve
47,12927.0,21266,728.0,39,Female,Bachelors,San Francisco,Unemployed,0,Low Risk,Reject
69,24863.0,16398,796.0,5,Male,PhD,Houston,Self-Employed,0,Low Risk,Reject
25,22607.0,16774,771.0,15,Female,PhD,San Francisco,Self-Employed,0,Low Risk,Reject
39,65710.0,28583,599.0,31,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
61,50210.0,17652,383.0,29,Male,Masters,San Francisco,Unemployed,0,High Risk,Reject
53,31069.0,23068,676.0,34,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
22,57366.0,12884,612.0,7,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
30,64830.0,16442,619.0,4,Male,Bachelors,New York,Unemployed,0,Low Risk,Approve
46,57627.0,10140,503.0,36,Female,Bachelors,Chicago,Salaried,0,High Risk,Reject
48,47169.0,34835,654.0,11,Female,High School,New York,Unemployed,0,Low Risk,Approve
64,53487.0,31004,593.0,24,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
59,42961.0,37209,444.0,38,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
47,50448.0,26162,838.0,23,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
33,46142.0,18624,316.0,10,Female,Masters,New York,Salaried,0,High Risk,Reject
29,25799.0,22980,338.0,34,Male,High School,New York,Self-Employed,0,High Risk,Reject
34,63749.0,30886,429.0,39,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
33,80859.0,12957,414.0,0,Female,Masters,New York,Salaried,0,High Risk,Reject
29,36893.0,10617,749.0,7,Male,Bachelors,Houston,Self-Employed,0,Low Risk,Approve
25,64440.0,23249,344.0,22,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
37,37370.0,15305,515.0,19,Male,Masters,Chicago,Unemployed,0,High Risk,Reject
20,51992.0,1921,714.0,31,Male,PhD,New York,Self-Employed,1,Low Risk,Approve
47,42193.0,17509,739.0,6,Female,Bachelors,San Francisco,Salaried,1,Low Risk,Approve
62,49780.0,20386,680.0,29,Female,PhD,New York,Unemployed,0,Low Risk,Approve
40,22977.0,20624,600.0,38,Male,Masters,San Francisco,Self-Employed,0,Low Risk,Reject
45,40037.0,36042,470.0,12,Female,Masters,New York,Unemployed,0,High Risk,Reject
68,21406.0,18339,705.0,2,Female,High School,New York,Salaried,0,Low Risk,Reject
57,56438.0,22225,654.0,6,Female,Masters,New York,Self-Employed,1,Low Risk,Approve
22,62475.0,6993,460.0,12,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
57,54288.0,22674,382.0,24,Female,PhD,Houston,Unemployed,0,High Risk,Reject
61,45114.0,8998,472.0,22,Male,Bachelors,Houston,Unemployed,0,High Risk,Reject
18,61108.0,12528,369.0,32,Male,PhD,San Francisco,Salaried,0,High Risk,Reject
47,51942.0,23913,305.0,4,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
38,20215.0,15629,494.0,31,Male,High School,New York,Self-Employed,0,High Risk,Reject
37,64100.0,19180,824.0,29,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
23,44157.0,24326,362.0,30,Female,PhD,Houston,Salaried,0,High Risk,Reject
39,30944.0,36295,312.0,12,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
35,43416.0,18226,504.0,4,Female,High School,Houston,Unemployed,0,High Risk,Reject
25,21469.0,34154,339.0,22,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
56,31252.0,4330,464.0,0,Female,PhD,Houston,Unemployed,1,High Risk,Reject
49,52144.0,21187,330.0,9,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
50,53401.0,17327,828.0,26,Female,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
33,54597.0,15740,697.0,7,Male,High School,Houston,Unemployed,0,Low Risk,Approve
29,50048.0,25265,758.0,2,Male,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
55,39607.0,18283,522.0,18,Female,High School,Chicago,Unemployed,0,High Risk,Reject
69,49183.0,3800,377.0,1,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
51,43442.0,7293,727.0,30,Male,Bachelors,San Francisco,Salaried,1,Low Risk,Approve
31,25613.0,25776,724.0,9,Female,PhD,Chicago,Salaried,0,Low Risk,Reject
53,38414.0,6902,686.0,15,Female,High School,New York,Salaried,0,Low Risk,Approve
50,63343.0,25991,538.0,36,Male,Masters,Chicago,Salaried,0,High Risk,Reject
40,73824.0,20998,389.0,19,Male,Masters,Chicago,Unemployed,0,High Risk,Reject
67,59769.0,18638,684.0,2,Male,Masters,New York,Salaried,1,Low Risk,Approve
62,73155.0,19348,438.0,34,Male,PhD,New York,Self-Employed,0,High Risk,Reject
19,51281.0,24118,823.0,33,Male,PhD,Houston,Salaried,1,Low Risk,Approve
